buken_id,物件名,仮称,住所,分類,住戸数,事業主,管理会社,竣工年,竣工月,共用部1,共用部2,専有部1,専有部2,専有部3,専有部opt1,専有部opt2,専有部opt3,ハンドル,ハンドルカラー,シリンダー区分,錠ケース,装置加算額有無,シリンダーカラー,扉厚,ピッチ,備芯,官民仕様,ロック数,キーチェンジ,塩害地加算
3944,サンパーク金池イクシア,,大分県大分市顕徳町1丁目116番,分譲,58,大英産業株式会社,株式会社リビングサポート,2018年,4月,Tebra pass A,,なし,,,,,,PJ400,塗装ブラック BK,F22,PJ,有り,BK,36,未選択,,官民無し,2,,
3945,サンパーク合志中央レジデンス,サンパーク合志市,熊本県合志市幾久富字建山１９０９番６１，１９０９番６２,分譲,40,大英産業株式会社,株式会社リビングサポート,2018年,5月,なし,,なし,,,,,,PJ400,塗装ブラック BK,F22,PJ,有り,BK,36,未選択,,官民無し,2,,
3946,シエリア彩都,茨木市彩都あさぎ１丁目（１工区）,大阪府茨木市彩都あさぎ1丁目18番、19番 ( 地番 ),分譲,208,関電不動産開発株式会社・阪急不動産株式会社,関電コミュニティ株式会社,2018年,2月,Tebra pass A,,Tebra cell A,Tebra cell H,,1,1,,PP300,塗装シルバー SL,F22,CD,有り,SH,40,未選択,,官民無し,2,,
3947,シティライフ大江東,,熊本市中央区渡鹿１丁目８８７－２、８８８－２、８８８－４,,32,誠伸住宅株式会社,株式会社合人社計画研究所,2018年,3月,Tebra pass A,,なし,,,,,,PV100,塗装シルバー SL,F22,PV,有り,SL,40,未選択,,官民無し,2,,
3948,ソライエ成増,板橋区成増,東京都板橋区成増３丁目４８−１８,分譲,111,東武鉄道株式会社,,2018年,3月,Tebra pass A,,なし,,,,,,PJ400,塗装ブラック BK,F22,PJ,有り,BK,40,未選択,,官民無し,2,,
3949,ティアレ首里金城町,,沖縄県那覇市首里金城町3丁目4番1、5番1,分譲,12,株式会社デザインスタジオ琉球樂団,中部興産株式会社,2018年,3月,Tebra pass A,,Tebra cell A,,,1,,,PP300,塗装シルバー SL,F22,CD,有り,SL,40,未選択,,官民無し,2,,
3951,パティーナ練馬平和台,東武練馬Ⅱマンション計画,東京都練馬区北町5丁目10ー2,,28,シーズクリエイト,,2018年,3月,なし,,なし,,,,,,PP200,塗装ブラック BK,F22,CD,有り,BK,40,未選択,,官民無し,2,,
3952,プライムスタイル東日本橋,東日本橋三丁目分譲マンション計画,東京都中央区東日本橋３丁目５−８,分譲,73,京浜急行電鉄株式会社,京急リブコ,2018年,3月,Tebra pass A,,なし,,,,,,PP350,塗装シルバー SL,F22,CD,有り,SH,40,未選択,,上部官民,2,,
3953,プラウドタワー仙台勾当台公園,プラウド錦町一丁目Ⅲ,宮城県仙台市青葉区錦町1丁目10-3,分譲,75,野村不動産㈱,,2018年,3月,Tebra pass A,,なし,,,,,,PJ400,塗装ブラック BK,F22,PJ,有り,BK,40,未選択,K22N18,官民無し,2,,
3954,ブラントン大濠公園,サンリヤン荒戸２丁目,福岡市中央区荒戸二丁目63番、75番1（地番）,分譲,35,西日本鉄道株式会社,株式会社ビジネス・ワンファシリティーズ,2018年,3月,Tebra pass A,,Tebra cell A,,,1,,,PJ400,塗装シルバー SL,F22,PJ,有り,SL,40,未選択,,官民無し,2,,
3955,ブリリア西宮北口　イーストコート,西宮市薬師町Ⅱ計画,兵庫県西宮市薬師町２３８番１、２３８番２（地番）,分譲,24,東京建物株式会社,,2017年,7月,Tebra pass A,,,,,,,,PP360,塗装シルバー SL,F22,CD,有り,SH,40,未選択,,上部官民,2,,
3956,プレシス高津,プレシス高津新築工事,神奈川県川崎市高津区二子6-14-1,分譲,28,一建設株式会社,,2018年,3月,Tebra pass A,,TebraH,,,,,,PP300,塗装シルバー SL,F22,CD,有り,SH,40,未選択,,官民無し,2,,
3958,プレミスト府中,プレミスト府中,東京都府中市府中町2丁目1-1,分譲,81,大和ハウス株式会社,大和ライフネクスト,2018年,2月,Tebra pass A,,なし,,,,,,PP350,塗装ブラック BK,F22,CD,有り,BK,40,未選択,,官民無し,2,,
3960,モアグレース小牧ミッドテラス,モアグレース小牧二丁目,愛知県小牧市小牧２丁目５５０－２,分譲,58,株式会社エムジーホーム,エムジー総合サービス株式会社,2018年,3月,Tebra pass A,,なし,,,,,,PP300,塗装シルバー SL,F22,CD,有り,SH,40,未選択,,上部官民,2,,
3961,モアグレース平和Ⅳ,,愛知県一宮市平和２丁目１４－２,分譲,25,株式会社エムジーホーム,エムジー総合サービス株式会社,2018年,3月,Tebra pass A,,Tebra cell A,Tebra cell H,,1,1,,PP300,塗装シルバー SL,F22,CD,有り,SH,40,未選択,,上部官民,2,,
3962,リバーテラス月島,,東京都中央区月島２丁目３,賃貸,27,株式会社太郎商店,,2017年,2月,Tebra pass A,,なし,,,,,,,,F22,CD,有り,BK,40,未選択,,官民無し,2,,
3963,レ・ジェイド桜上水ティアラ,,東京都世田谷区桜上水４丁目２０−６,分譲,42,株式会社日本エスコン,,2018年,3月,F-ics,,なし,,,,,,,,F22,CD,有り,BK,40,未選択,,官民無し,1,,
3964,Lebens　Edel　izumiotsu（レーベンスエーデル泉大津）,泉大津市田中町社宅,大阪府泉大津市田中町７７－３,賃貸,161,南海不動産株式会社,,2018年,3月,なし,,なし,,,,,,PP300,塗装シルバー SL,F22,CD,有り,SH,40,未選択,,官民無し,2,,
3965,レジデンシャル池上,レジデンシャル池上,東京都大田区池上６丁目１９−１４,分譲,34,ワールドレジデンシャル株式会社,ワールドレジデンシャル株式会社,2018年,3月,Tebra pass A,,なし,,,,,,PP300,塗装シルバー SL,F22,CD,有り,SH,40,未選択,,官民無し,2,,
3966,レジュールアッシュ京橋ファーストステージ,大阪市都島区東野田町1丁目,大阪府大阪市都島区東野田町1丁目19番8（地番）,分譲,44,株式会社ホームズ,,2018年,3月,なし,,なし,,,,,,PP350,塗装シルバー SL,T20,CD,有り,SH,40,未選択,,上部官民,2,,
3967,ＸＥＢＥＣ小竹向原,小竹向原マンション　計画, 東京都板橋区小茂根４－２１,,60,シーズクリエイト,,2018年,3月,なし,,なし,,,,,,PJ400,塗装シルバー SL,F22,PJ,有り,SL,40,未選択,,官民無し,2,,
3968,西荻窪スカイハイツ,西荻窪スカイハツ　改修工事,東京都杉並区西荻北３丁目１２−１３,改修,48,,,2018年,3月,Tebra pass A,,なし,,,,,,,,,,有り,,,未選択,,官民無し,1,,
3970,モアグレース西岐阜駅テラス,モアグレース西岐阜駅前Ⅱ,岐阜県岐阜市西荘三丁目5番41（地番） ,分譲,26,エムジーホーム株式会社,エムジー総合サービス株式会社 ,2017年,9月,Tebra pass A,,Tebra cell A,Tebra cell H,,1,1,,PP300,塗装シルバー SL,F22,CD,有り,SH,40,未選択,,上部官民,2,,
3971,MILLE LIBRORUM,西中筋町マンション,京都府京都市上京区千本通一条下る西側西中筋町９,賃貸,21,個人,,2018年,2月,Tebra pass A,,Tebra cell H,,,,,,PP300,塗装シルバー SL,F22,CD,有り,SL,40,未選択,,官民無し,2,,
3972,アービング若江岩田,アービング菱屋東,大阪府東大阪市菱屋東１丁目１３－８,分譲,33,株式会社アービング,株式会社長谷工コミュニティ,2018年,4月,Tebra one A,,なし,,,,,,PJ400,塗装ブラック BK,F22,PJ,有り,BK,40,未選択,,官民無し,2,,
3973,アニモ新丸子,新丸子東１丁目計画,神奈川県川崎市中原区新丸子東1丁目821-1,分譲,45,株式会社リンク・トラスト,,2018年,3月,Tebra pass A,,なし,,,,,,PP300,塗装シルバー SL,F22,CD,有り,SH,40,未選択,,官民無し,2,,
3974,アルファステイツ上通東,,熊本県熊本市南坪井町４－１,リプレイス,60,穴吹興産株式会社,株式会社穴吹ハウジングサービス,2023年,9月,Tebra one A,,Tebra cell A,,,1,,,PJ400,塗装ブラック BK,F22,PJ,有り,BK,40,未選択,,官民無し,2,,
3975,アルファスマート津嘉山,,沖縄県島尻郡南風原町 津嘉山北土地区画整備事業112街区8,分譲,45,穴吹興産株式会社,株式会社穴吹ハウジングサービス,2019年,1月,Tebra pass A,,Tebra cell A,,,1,,,PJ400,塗装シルバー SL,F22,PJ,有り,SL,40,未選択,,官民無し,2,,
3976,クレイシア目黒碑文谷,,東京都目黒区碑文谷３丁目１０−１６,,41,プロパティエージェント株式会社,,2018年,4月,Tebra pass A,,なし,,,,,,,,F22,CD,有り,BK,40,未選択,,上下官民,2,,
3978,プラネスーペリア四番町,千代田区四番町計画,東京都千代田区四番町,分譲,27,大林新星和不動産株式会社,東急コミュニティ―,2018年,11月,Tebra pass A,,Tebra A,,,1,,,,,F22,CD,有り,BK,40,未選択,K22N23,官民無し,2,,
3979,プランドール堂島,大阪市北区堂島３丁目計画,大阪市北区堂島３丁目３５－１,賃貸,56,株式会社フジヒサハウジング,,2018年,4月,Tebra pass A,,Tebra cell A,,,,,,PJ400,塗装シルバー SL,F22,PJ,有り,SL,40,未選択,,官民無し,2,,
3980,ブリシア市川,ブリシア市川南,千葉県市川市市川南１丁目７,,28,ブリス,コミュニティワン,2018年,4月,Tebra pass A,,Tebra cell A,,,1,,,PP300,塗装シルバー SL,F22,CD,有り,SH,40,未選択,,官民無し,2,,
3982,プレージア逆瀬川宝梅　ザ・レジデンス,宝塚市宝梅１丁目計画,兵庫県宝塚市宝梅１丁目３２番１,分譲,20,オーエス株式会社,株式会社阪急阪神ハウジングサポート,2018年,4月,Tebra pass A,,Tebra cell A,,,1,,,PP300,塗装シルバー SL,F22,CD,有り,SH,40,未選択,,官民無し,2,,
3985,"六甲アイランドＣＩＴＹ　イーストコート
（４番街　１０番館）",,兵庫県神戸市東灘区向洋町中１丁目,改修,12,管理組合,,2018年,7月,Tebra one A,,Tebra cell A,,,,,,PJ400,塗装シルバー SL,T20,PJ,有り,SL,40,未選択,,上部官民,2,,
3986,アルファスマート吉方温泉,,鳥取県鳥取市吉方温泉１丁目５６１－２,分譲,45,穴吹興産株式会社,株式会社穴吹ハウジングサービス,2018年,5月,Tebra pass A,,Tebra cell A,Tebra cell H,,1,1,,PP300,塗装シルバー SL,F22,CD,有り,SH,40,未選択,,官民無し,2,,
3987,アルファスマート西国分Ⅱ,,福岡県久留米市野中町字南田１５１９－９,分譲,72,穴吹興産株式会社,株式会社穴吹ハウジングサービス,2018年,5月,なし,,なし,,,,,,PJ400,塗装ブラック BK,F22,PJ,有り,BK,40,未選択,,官民無し,2,,
3988,グランデバンセ御殿山ザ・レジデンス,品川区北品川ＰＪ,東京都品川区北品川５丁目７−３,分譲,31,株式会社プロパスト,,2018年,5月,Tebra pass A,,Tebra A,,,,,,,,F22,CD,有り,BK,40,未選択,,上部官民,2,,
3989,グランフォーレ西新レジデンス,グランフォーレ西新,福岡県福岡市早良区西新２丁目４－４０,,17,株式会社コーセーアールイー,株式会社 アールメンテナンス,2017年,3月,Tebra pass A,,なし,,,,,,PJ400,塗装ブラック BK,F22,PJ,有り,BK,40,未選択,,上部官民,2,,
3990,サンパーク大道グラッセ,,大分県大分市大道町５丁目６６－７,分譲,38,大英産業株式会社,株式会社リビングサポート,2018年,5月,Tebra pass A,,なし,,,,,,PJ400,塗装ブラック BK,F22,PJ,有り,BK,36,未選択,,官民無し,2,,
3991,スターアーク井口［ガーデンテラス］,,広島県広島市西区井口鈴が台３丁目１０４,分譲,15,株式会社佐野商事,株式会社合人社計画研究所,2018年,5月,Tebra pass A,,Tebra cell A,Tebra cell H,,1,1,,PP350,塗装シルバー SL,F22,CD,有り,SH,40,未選択,,官民無し,2,,
3992,ポレスター三輪セントラルレジデンス,ポレスターセントラルレジデンス三輪,長野県長野市三輪１－１２２１－５,分譲,56,株式会社マリモ,GMアソシエ,2018年,5月,Tebra pass A,,なし,,,,,,PP360,塗装シルバー SL,F22,CD,有り,SL,40,未選択,K22N18,官民無し,2,,
3994,ライオンズステーションプラザ近江八幡,,滋賀県近江八幡市鷹飼町南４丁目１－３,改修,126,管理組合,,2018年,5月,なし,,なし,,,,,,PJ400,塗装シルバー SL,F22,PJ,有り,SL,36,未選択,,官民無し,2,,
3995,ワイズエステムコート伊祖ウェスト,ワイズエステムコート伊祖Ⅱ,沖縄県浦添市伊祖１丁目１４２１－１,分譲,52,エールクリエイト株式会社,ハウズイング合人社沖縄株式会社,2018年,5月,Tebra pass A,,Tebra cell CP A,,,1,,,PP300,塗装シルバー SL,F22,CD,有り,SL,40,未選択,,上部官民,2,,
3996,レ・ジェイド南森町,北区天神橋１丁目,大阪府大阪市北区天神橋１丁目３６番２,分譲,29,株式会社日本エスコン,株式会社エスコンリビングサービス・グローバルコミュニティ株式会社,2018年,5月,Tebra pass A,,なし,,,,,,,,F22,CD,有り,SH,40,未選択,,官民無し,2,,
3997,アスール北上野,,東京都台東区北上野２丁目９,,,,,2018年,6月,,,,,,,,,,,,,有り,,,未選択,,官民無し,1,,
3998,アルファステイツ上田大手門,アルファステイツ上田大手門,長野県上田市中央２丁目３－１６,分譲,36, 穴吹興産株式会社,株式会社穴吹ハウジングサービス,2018年,5月,Tebra pass A,,Tebra cell A,,,,,,PJ400,塗装シルバー SL,F22,PJ,有り,SL,40,未選択,,,2,,
3999,ウイングプラザ,,東京都葛飾区立石6丁目16-2,賃貸,115,株式会社後関製作所,,2018年,6月,Tebra pass A,,なし,,,,,,他社,ー,F22,RP,有り,SL,40,未選択,,官民無し,1,,
4000,エイルマンション東町Ⅱレグナス,,熊本県熊本市東区東町４－４－４９,分譲,45,作州商事株式会社,ランドメンテナンス株式会社,2018年,6月,Tebra pass A,,Tebra cell A,Tebra cell H,,1,1,,PP350,塗装シルバー SL,F22,CD,有り,SH,40,未選択,,官民無し,2,,
4001,エムディア下荒田ファミリオ,,鹿児島県鹿児島市下荒田２丁目５１－６,分譲,30,株式会社エムズ,株式会社南日本総合サービス,2018年,6月,Tebra pass A,,Tebra cell A,,,1,,,PJ400,塗装シルバー SL,F22,PJ,有り,SL,40,未選択,,官民無し,2,,
4002,クレヴィスタ王子,クレヴィスタ王子,東京都北区王子２－３１,分譲,39,株式会社インヴァランス,,2018年,5月,Tebra pass A,,なし,,,,,,PP300,塗装ブラック BK,F22,CD,有り,BK,40,未選択,,官民無し,2,,
4003,スターアーク緑井［クレール］,,広島県広島市安佐南区緑井６丁目２００７－１,分譲,27,株式会社佐野商事,株式会社合人社計画研究所,2018年,6月,Tebra pass A,,Tebra cell A,Tebra cell H,,1,1,,PP350,塗装シルバー SL,F22,CD,有り,SH,40,未選択,,官民無し,2,,
4004,セレニテ本町reflet,SE本町 WEST,大阪府大阪市西区西本町３丁目１－２１,賃貸,201,株式会社スナダプロパティ,,2018年,6月,Tebra one A,,なし,,,,,,,,F22,CD,有り,SH,40,未選択,,官民無し,2,,
4005,ビバリーホームズ石神井台,ビバリーホームズ武蔵関Ⅳ, 東京都練馬区石神井台7-18-26,賃貸,110,㈱テル・コーポレーション,,2018年,6月,なし,,なし,,,,,,,,F22,CD,有り,SH,40,未選択,K22N18,官民無し,1,,
4006,ブライズ杉並和泉,和泉１丁目マンション,東京都杉並区和泉１丁目４１−１４,,31,日本ワークス,,2018年,6月,Tebra pass A,,なし,,,,,,PP300,塗装シルバー SL,F22,CD,有り,SH,40,未選択,,官民無し,2,,
4007,ブラントン蔵前,蔵前二丁目計画,東京都台東区蔵前２－２－５,分譲,45,西日本鉄道株式会社,,2018年,7月,Tebra pass A,,なし,,,,,,PP300,塗装ブラック BK,F22,CD,有り,BK,40,未選択,,上下官民,2,,
4008,ベアーズコート真嘉比,,沖縄県那覇市松島１－１４－５,分譲,27,株式会社住太郎ホーム,中部興産株式会社,2018年,6月,Tebra pass A,,Tebra cell A,,,,,,PJ400,塗装シルバー SL,F22,PJ,有り,SL,40,未選択,,官民無し,2,,
4010,ラコント早稲田ステーションサイド,ラコント早稲田新築工事,東京都新宿区早稲田鶴巻町５１２番８、９、１０,分譲,35,第一交通産業株式会社,,2018年,7月,Tebra pass A,,なし,,,,,,PJ400,塗装ブラック BK,F22,PJ,有り,BK,40,未選択,,上部官民,2,,
4011,リビオ荻窪レジデンス,宇田川家　共同プロジェクト,東京都杉並区南荻窪１丁目７−１８,分譲,39,新日鉄興和不動産株式会社,,2018年,6月,Tebra pass A,,なし,,,,,,PJ400,塗装シルバー SL,F22,PJ,有り,SL,40,未選択,,官民無し,2,,
4012,ワイズエステムコート伊祖イースト,ワイズエステムコート伊祖Ⅰ,沖縄県浦添市伊祖１丁目１５２４－２,分譲,90,エールクリエイト株式会社,ハウズイング合人社沖縄株式会社,2018年,6月,Tebra pass A,,Tebra cell CP A,,,1,,,PP300,塗装シルバー SL,F22,CD,有り,SL,40,未選択,,上部官民,2,,
4013,住 真田山 ＥＡＳＴ,住　真田山アネックス,大阪府大阪市天王寺区玉造元町１２－２０,賃貸,11,だるまや土地株式会社,,2018年,6月,Tebra pass A,,Tebra A,,,,,,PP360,塗装ブラック BK,F22,CD,有り,BK,40,未選択,,官民無し,2,,
4014,VERXEED横濱大通り公園,クレイシア阪東橋Ⅱ,神奈川県横浜市南区真金町2丁目22-6,分譲,110,プロパティエージェント株式会社,,2018年,12月,Tebra pass F,,なし,,,,,,PP300,塗装ブラック BK,T20,CD,有り,SH,40,未選択,,官民無し,2,,
4015,アクロス西新サウスレジオン,アクロス西新,福岡市早良区荒江2丁目109番、110番、111番,分譲,35,アクロス西新サウスレジオン特定目的会社,株式会社ビジネス・ワンファシリティーズ,2018年,7月,Tebra pass A,,なし,,,,,,PJ400,塗装ブラック BK,F22,PJ,有り,BK,40,未選択,,官民無し,2,,
4016,パークアソシア 大野城駅前,,福岡県大野城市白木原２丁目２８５番１（地番）,分譲,89,株式会社 LANDIC,株式会社ビジネス・ワンファシリティーズ,2018年,7月,Tebra pass A,,なし,,,,,,,,F22,CD,有り,SL,40,未選択,,上部官民,2,,
4017,アルファガーデン毛利町,,山口県周南市毛利町３丁目８－２,分譲,34,穴吹興産株式会社,株式会社穴吹ハウジングサービス,2018年,7月,Tebra pass A,,Tebra cell A,Tebra cell H,,1,1,,PP300,塗装シルバー SL,F22,CD,有り,SH,40,未選択,,官民無し,2,,
4018,アルファステイツ県庁前,,徳島県徳島市昭和町２－１,分譲,41,穴吹興産株式会社,株式会社穴吹ハウジングサービス,2018年,7月,Tebra pass A,,Tebra cell A,Tebra cell H,,1,1,,PP300,塗装シルバー SL,F22,CD,有り,SH,40,未選択,,官民無し,2,,
